code,industry
300357,生物制品
300358,医疗器械
300359,文教休闲
300360,电网设备
300361,医药制造
300362,--
300363,医药制造
300364,文化传媒
300365,软件服务
300366,软件开发
300367,--
300368,计算机设备
300369,软件服务
300370,仪器仪表
300371,仪器仪表
300378,软件服务
300379,软件服务
300380,软件开发
300383,通信
300391,中药
300392,--
300394,通信
300395,玻璃行业
300397,通信设备
300398,电子化学品
300399,电子信息
300400,专用设备
300402,专用设备
300403,家电行业
300404,医疗服务
300406,医疗器械
300407,电网设备
300409,非金属材料
300410,专用设备
300411,专用设备
300412,专用设备
300413,商业百货
300414,通信设备
300415,专用设备
300417,仪器仪表
300418,互联网服务
300420,机械行业
300421,通用设备
300423,输配电气
300424,航天航空
300425,环保工程
300426,文化传媒
300429,电子化学品
300432,汽车行业
300438,电池
300442,通信
300451,软件服务
300452,医药制造
300453,医疗器械
300454,软件服务
300455,计算机设备
300456,半导体
300457,电池
300459,游戏
300462,交运设备
300463,医疗器械
300464,互联网服务
300465,软件服务
300469,软件服务
300472,专用设备
300474,电子元件
300477,输配电气
300478,塑胶制品
300479,计算机设备
300484,专用设备
300487,塑料制品
300489,有色金属
300490,输配电气
300491,电源设备
300492,工程咨询服务
300493,贸易行业
300494,游戏
300495,--
300496,电子信息
300497,医药制造
300498,农牧饲渔
300499,专用设备
300500,工程咨询服务
300501,包装材料
300502,通信
300503,机械行业
300504,通讯行业
300505,化肥行业
300506,装修装饰
300507,汽车行业
300508,互联网服务
300509,专用设备
300510,输配电气
300511,农牧饲渔
300512,专用设备
300513,通信服务
300514,电网设备
300515,仪器仪表
300516,电子元件
300517,工程建设
300518,互联网服务
300520,软件服务
300521,专用设备
300522,化工行业
300523,互联网服务
300525,软件服务
300526,--
300527,专用设备
300528,文化传媒
300529,医疗器械
300530,电池
300531,计算机设备
300532,互联网服务
300533,游戏
300534,中药
300535,化工行业
300536,工程建设
300537,电子化学品
300538,塑胶制品
300539,塑胶制品
300540,专用设备
300541,互联网服务
300542,软件服务
300543,消费电子
300545,光学光电子
300546,计算机设备
300547,橡胶制品
300548,通讯行业
300549,专用设备
300550,软件服务
300551,计算机设备
300552,软件服务
300553,仪器仪表
300554,机械行业
300555,通讯行业
300556,软件服务
300557,仪器仪表
300558,医药制造
300559,软件服务
300560,通信服务
300561,软件服务
300562,医疗器械
300563,通信设备
300566,光学光电子
300567,仪器仪表
300568,电池
300569,风电设备
300570,通信
300571,通信服务
300572,专业服务
300573,医药制造
300575,农药兽药
300577,纺织服装
300578,通信服务
300579,软件服务
300580,汽车行业
300581,航天航空
300582,光学光电子
300583,医药制造
300584,医药制造
300585,汽车行业
300586,塑料制品
300587,橡胶制品
300588,软件开发
300589,船舶制造
300590,通讯行业
300591,纺织服装
300592,互联网服务
300593,电源设备
300595,医疗器械
300596,塑料制品
300598,软件服务
300599,装修建材
300600,船舶制造
300602,消费电子
300603,通信服务
300605,软件服务
300606,机械行业
300607,机械行业
300608,软件服务
300609,电子信息
300610,塑料制品
300611,汽车零部件
300612,文化传媒
300613,半导体
300615,通讯行业
300616,木业家具
300617,电网设备
300618,能源金属
300619,电池
300620,通讯行业
300621,装修装饰
300622,商业百货
300623,半导体
300624,软件服务
300625,家电行业
300627,通信设备
300628,通讯行业
300629,通信设备
300630,--
300631,环保行业
300633,医疗器械
300635,工程咨询服务
300637,化学制品
300638,通讯行业
300640,工艺商品
300641,化工行业
300642,医疗器械
300643,汽车行业
300644,塑胶制品
300645,互联网服务
300647,消费电子
300648,电池
300649,工程咨询服务
300650,光学光电子
300651,家用轻工
300652,汽车行业
300654,文化传媒
300659,软件服务
300661,半导体
300665,化工行业
300666,半导体
300668,工程咨询服务
300669,专用设备
300671,半导体
300673,农牧饲渔
300674,互联网服务
300676,医疗器械
300677,医疗器械
300678,互联网服务
300679,消费电子
300681,汽车零部件
300683,生物制品
300688,教育
300690,风电设备
300696,航天航空
300697,有色金属
300698,通讯行业
300700,通用设备
300701,光学光电子
300705,医药制造
300707,汽车行业
300708,光学光电子
300709,消费电子
300710,通讯行业
300711,通讯行业
300712,工程建设
300713,电源设备
300716,光伏设备
300717,塑胶制品
300719,航天航空
300720,仪器仪表
300721,化工行业
300722,航天航空
300723,医药制造
300724,光伏设备
300725,化学制药
300726,电子元件
300727,化工行业
300728,玻璃陶瓷
300729,家用轻工
300730,软件服务
300731,橡胶制品
300732,工程咨询服务
300733,汽车行业
300735,消费电子
300742,--
300743,非金属材料
300745,汽车行业
300750,电池
300751,光伏设备
300752,光学光电子
300755,贸易行业
300756,旅游酒店
300757,专用设备
300758,化工行业
300759,医疗服务
300760,医疗器械
300761,农牧饲渔
300762,通讯行业
300763,光伏设备
300766,电子信息
300767,橡胶制品
300769,电池
300771,计算机设备
300774,环保工程
300775,航天航空
300776,光伏设备
300777,化纤行业
300778,工程咨询服务
300779,环保工程
300780,机械行业
300781,文化传媒
300785,电子信息
300787,消费电子
300788,文化传媒
300789,软件服务
300790,光学光电子
300791,食品饮料
300792,互联网服务
300795,文化传媒
300807,计算机设备
300811,小金属
300814,电子元件
300815,环保行业
300816,汽车零部件
300817,机械行业
300818,专用设备
300819,纺织服装
300823,专用设备
300824,家电行业
300825,汽车服务
300826,工程咨询服务
300828,有色金属
300829,食品饮料
300830,软件服务
300832,医疗器械
300833,专用设备
300834,化学原料
300835,小金属
300836,专用设备
300837,专用设备
300838,仪器仪表
300839,石油行业
300840,纺织服装
300841,生物制品
300842,光伏设备
300843,消费电子
300844,园林工程
300845,软件服务
300846,互联网服务
300847,消费电子
300848,化工行业
300849,美容护理
300850,风电设备
300851,交运设备
300853,通用设备
300856,美容护理
300866,消费电子
300867,环保工程
300869,医疗器械
300870,电源设备
300872,互联网服务
300877,纺织服装
300879,专用设备
300882,电网设备
300883,造纸印刷
300884,计算机设备
300885,通用设备
300886,美容护理
300887,专业服务
300888,美容护理
300890,电池
300891,化学原料
300893,汽车行业
300894,家电行业
300895,互联网服务
300896,美容护理
300897,仪器仪表
300898,食品饮料
300899,环保工程
300901,纺织服装
300902,专用设备
300903,电子元件
300905,塑料制品
300906,交运设备
300908,食品饮料
300909,光学光电子
300917,房地产服务
300918,纺织服装
300920,塑胶制品
300921,通信服务
300922,塑胶制品
300923,交运设备
300925,软件服务
300926,汽车行业
300927,化学原料
300929,环保工程
300930,有色金属
300931,专用设备
300933,输配电气
300937,医药商业
300940,光学光电子
300941,互联网服务
300942,医药制造
300943,机械行业
300945,珠宝首饰
300950,专用设备
300951,消费电子
300952,纺织服装
300953,电池
300955,美容护理
300956,消费电子
300957,美容护理
300958,环保工程
300959,通信服务
300960,交运设备
300961,环保工程
300962,专业服务
300963,有色金属
300964,电子元件
300965,航天航空
300966,医药制造
300967,农牧饲渔
300968,消费电子
300969,汽车行业
300971,机械行业
300972,商贸零售
300973,食品饮料
300975,贸易行业
300976,消费电子
300977,工程咨询服务
300978,汽车行业
300979,纺织服装
300980,塑胶制品
300981,医疗器械
300982,工程建设
300983,工程咨询服务
300985,通用设备
300986,装修装饰
300987,文化传媒
300988,通用设备
300989,工程咨询服务
300990,通用设备
300991,电子元件
300992,机械行业
300993,装修装饰
300994,交运设备
300995,塑胶制品
300996,软件服务
300997,食品饮料
300998,汽车行业
300999,食品饮料
301000,塑胶制品
301001,电子信息
301002,电网设备
301003,塑胶制品
301004,家用轻工
301005,汽车行业
301006,仪器仪表
301007,汽车行业
301009,美容护理
301010,装修建材
301011,专用设备
301012,输配电气
301013,专用设备
301017,医药商业
301018,专用设备
301019,塑胶制品
301020,汽车零部件
301021,电子元件
301022,汽车零部件
301023,电机
301024,工程建设
301025,文化传媒
301026,小金属
301027,工程咨询服务
301028,机械行业
301029,机械行业
301030,专用设备
301031,输配电气
301032,机械行业
301033,医疗行业
301035,农药兽药
301036,化工行业
301037,化工行业
301039,汽车整车
301042,安防设备
301048,交运设备
301049,环保工程
301050,半导体
301051,消费电子
301052,文化传媒
301053,专用设备
301055,通用设备
301056,专用设备
301057,化纤行业
301058,工程建设
301059,化学原料
301060,医疗器械
301061,家电行业
301062,包装材料
301063,风电设备
301066,纺织服装
301067,消费电子
301068,环保工程
301069,化学原料
301070,专用设备
301072,汽车行业
301073,旅游酒店
301075,医药制造
301076,化学原料
301077,化学制品
301078,商业百货
301079,机械行业
301080,医疗服务
301081,环保工程
301082,输配电气
301083,专用设备
301085,互联网服务
301086,消费电子
301087,医疗器械
301088,纺织服装
301089,医药制造
301091,工程咨询服务
301092,化工行业
301093,医疗器械
301095,半导体
301098,工程建设
301099,国际贸易
301100,化学制品
301101,家用轻工
301102,文化传媒
301103,医疗服务
301105,专用设备
301106,光学光电子
301107,通用设备
301108,美容护理
301109,环保行业
301110,互联网服务
301111,中药
301112,专用设备
301115,专业服务
301116,食品饮料
301117,软件开发
301118,化学原料
301120,电网设备
301121,电池
301123,消费电子
301126,医药商业
301127,环保行业
301128,专用设备
301129,仪器仪表
301130,化学制药
301131,塑料制品
301132,电子元件
301133,汽车行业
301135,消费电子
301136,工程咨询服务
301137,通用设备
301138,专用设备
301139,通信服务
301141,小金属
301148,环保行业
301149,化学原料
301150,电池
301151,通用设备
301152,电池
301153,软件开发
301155,风电设备
301156,农牧饲渔
301158,专用设备
301160,汽车零部件
301161,塑料制品
301163,风电设备
301165,通信设备
301166,生物制品
301167,工程咨询服务
301168,光伏设备
301169,专业服务
301170,汽车零部件
301171,互联网服务
301173,汽车零部件
301176,电子元件
301178,软件服务
301179,软件服务
301180,消费电子
301181,汽车零部件
301182,消费电子
301183,光学光电子
301185,软件服务
301187,家电行业
301188,玻璃陶瓷
301189,通信设备
301190,化学制品
301191,通信设备
301192,汽车零部件
301193,塑料制品
301195,软件开发
301196,塑料制品
301197,软件开发
301198,塑料制品
301199,专用设备
301200,专用设备
301201,医疗服务
301202,通用设备
301203,环保行业
301205,通信设备
301206,食品饮料
301207,生物制品
301208,软件开发
301209,化学原料
301210,电池
301211,化学制药
301212,化学制品
301213,软件服务
301215,汽车服务
301216,化学制品
301217,电子元件
301218,软件开发
301219,能源金属
301220,化学制品
301221,软件服务
301222,电池
301223,包装材料
301225,汽车零部件
301226,电机
301227,装修建材
301228,专业服务
301229,汽车零部件
301230,生物制品
301231,文化传媒
301233,橡胶制品
301234,医疗器械
301235,医疗服务
301236,软件开发
301237,塑料制品
301238,电池
301239,医疗服务
301246,化学制药
301248,软件开发
301252,通用设备
301255,通用设备
301256,化学原料
301257,医疗服务
301258,化学制药
301259,环保行业
301260,专用设备
301261,通用设备
301262,文化传媒
301263,医药商业
301265,环保行业
301266,光伏设备
301267,医疗服务
301269,软件开发
301270,互联网服务
301272,专用设备
301273,通用设备
301275,通信设备
301276,纺织服装
301277,化学制药
301279,通用设备
301280,电子元件
301281,化学制药
301282,电子元件
301283,化学制品
301285,电子元件
301286,化学原料
301287,家用轻工
301288,环保行业
301289,专业服务
301290,医疗器械
301291,电网设备
301292,化学制品
301293,医疗服务
301295,电网设备
301296,包装材料
301297,半导体
301298,汽车零部件
301299,互联网服务
301300,化学制品
301301,生物制品
301302,软件开发
301303,仪器仪表
301305,环保行业
301306,专业服务
301307,通信设备
301308,半导体
301309,通用设备
301310,电网设备
301311,通用设备
301312,专用设备
301313,软件开发
301314,通信设备
301315,软件开发
301316,软件开发
301317,通用设备
301318,消费电子
301319,电子元件
301320,电子元件
301321,光学光电子
301322,交运设备
301323,塑料制品
301325,电池
301326,消费电子
301327,电池
301328,电子元件
301329,电子元件
301331,中药
301332,家电行业
301333,医疗服务
301335,家用轻工
301336,家用轻工
301337,软件开发
301338,专用设备
301339,软件开发
301345,交运设备
301348,半导体
301349,化学制品
301356,塑料制品
301358,电池
301359,电子元件
301370,贸易行业
301372,环保行业
301373,化学制品
301376,家用轻工
301377,通用设备
301378,软件开发
301380,互联网服务
301382,互联网服务
301386,电源设备
301387,消费电子
301389,电子元件
301391,计算机设备
301393,生物制品
301395,化学原料
301396,互联网服务
301397,汽车零部件
301398,汽车零部件
301399,通用设备
301408,医药商业
301413,电子元件
301418,专用设备
301421,光学光电子
301429,装修建材
301439,电网设备
301446,通用设备
301448,通用设备
301449,专业服务
301456,风电设备
301468,专用设备
301498,农牧饲渔
301499,汽车零部件
301500,环保行业
301501,--
301503,消费电子
301507,化学制药
301508,专业服务
301510,仪器仪表
301512,专用设备
301515,医疗器械
301516,电源设备
301517,电子元件
301518,化学制品
301519,专用设备
301520,医疗服务
301522,有色金属
301525,通用设备
301526,玻璃玻纤
301533,专用设备
301535,汽车零部件
301536,半导体
301538,塑料制品
301539,汽车零部件
301548,通用设备
301550,汽车零部件
301551,文化传媒
301552,汽车零部件
301555,化学制品
301556,软件开发
301557,风电设备
301558,贸易行业
301559,通用设备
301560,汽车零部件
301563,电子元件
301565,塑料制品
301566,电子元件
301567,消费电子
301568,专用设备
301571,电子元件
301575,家用轻工
301577,电子元件
301578,消费电子
301580,医疗器械
301581,汽车零部件
301584,医药商业
301585,化学制品
301586,航天航空
301588,家用轻工
301591,塑料制品
301598,专用设备
301600,通信设备
301606,消费电子
301607,汽车零部件
301616,通用设备
301618,化学制品
301622,电子元件
301626,消费电子
301631,--
301632,专业服务
301633,--
301636,光伏设备
301638,互联网服务
301656,汽车零部件
301658,光伏设备
301662,专用设备
301665,农药兽药
301667,汽车零部件
301668,--
301678,半导体
301680,汽车零部件
301696,国防军工
600000,银行
600004,交通运输
600006,汽车整车
600007,开发区
600008,环保行业
600009,交通运输
600010,钢铁行业
600011,电力行业
600012,高速公路
600015,金融行业
600016,金融行业
600017,港口水运
600018,交通运输
600019,钢铁行业
600020,高速公路
600021,电力行业
600022,钢铁行业
600023,电力行业
600025,公用事业
600026,交通运输
600027,电力行业
600028,石油行业
600029,交通运输
600030,金融行业
600031,机械行业
600032,公用事业
600033,高速公路
600035,高速公路
600036,金融行业
600037,文化传媒
600038,飞机制造
600039,建筑建材
600048,房地产
600050,电子信息
600051,综合行业
600052,公用事业
600053,多元金融
600055,医疗器械
600058,国际贸易
600059,酿酒行业
600060,家电行业
600061,化纤行业
600062,生物制药
600063,化纤行业
600064,房地产
600066,汽车制造
600067,电网设备
600071,光学光电子
600072,风电设备
600073,食品饮料
600075,化学原料
600076,木业家具
600078,化肥行业
600080,中药
600081,汽车行业
600082,房地产
600084,酿酒行业
600085,中药
600088,文化传媒
600089,发电设备
600094,房地产
600095,房地产
600096,化肥行业
600097,农牧饲渔
600098,电力行业
600099,交运设备
600100,计算机设备
600101,电力行业
600103,造纸印刷
600104,汽车整车
600105,通讯行业
600106,高速公路
600107,纺织服装
600108,农牧饲渔
600109,券商信托
600110,电池
600111,有色金属
600113,综合行业
600114,通用设备
600115,交通运输
600117,钢铁行业
600118,飞机制造
600119,交运物流
600120,多元金融
600121,煤炭采选
600123,煤炭采选
600125,交运物流
600126,钢铁行业
600127,农牧饲渔
600128,国际贸易
600129,中药
600131,电力行业
600132,酿酒行业
600133,工程建设
600135,塑料制品
600136,文化传媒
600137,纺织服装
600138,旅游酒店
600141,化工行业
600143,塑料制品
600148,汽车行业
600149,电力行业
600150,船舶制造
600151,光伏设备
600152,电池
600153,物资外贸
600155,券商信托
600156,纺织服装
600157,煤炭行业
600158,文化传媒
600159,房地产
600160,化工行业
600161,生物制药
600162,房地产
600163,电力行业
600165,化学制品
600166,汽车制造
600167,公用事业
600169,专用设备
600170,建筑建材
600171,电子器件
600172,非金属材料
600173,房地产
600176,玻璃行业
600177,服装鞋类
600178,汽车行业
600179,交运物流
600180,交运物流
600182,橡胶制品
600183,电子器件
600184,专用设备
600185,房地产
600186,食品饮料
600187,公用事业
600188,煤炭行业
600189,食品饮料
600191,食品饮料
600192,输配电气
600193,装修装饰
600195,农药兽药
600196,医药制造
600197,酿酒行业
600198,通信设备
600199,酿酒行业
600201,农药兽药
600202,电源设备
600203,消费电子
600206,小金属
600207,光伏设备
600208,房地产
600210,包装材料
600211,生物制品
600212,电力行业
600215,通用设备
600216,医药制造
600217,环保工程
600218,汽车零部件
600219,有色金属
600221,民航机场
600222,中药
600223,生物制品
600226,农药兽药
600227,化肥行业
600228,电子信息
600229,文化传媒
600231,钢铁行业
600233,服装鞋类
600234,房地产
600235,造纸印刷
600236,电力行业
600237,电子元件
600238,酿酒行业
600239,房地产服务
600241,电池
600243,机械行业
600246,房地产
600248,工程建设
600249,美容护理
600250,国际贸易
600252,中药
600255,有色金属
600256,石油行业
600257,农牧饲渔
600258,旅游酒店
600259,小金属
600261,家电行业
600262,专用设备
600265,农牧饲渔
600266,房地产
600267,医药制造
600268,输配电气
600269,高速公路
600271,互联网服务
600272,医药商业
600273,化工行业
600276,生物制药
600278,国际贸易
600279,港口水运
600280,商业百货
600281,小金属
600282,钢铁行业
600283,公用事业
600284,工程建设
600285,中药
600287,商业百货
600288,电子元件
600289,通信服务
600292,环保工程
600293,玻璃玻纤
600295,服装鞋类
600298,食品行业
600299,化工行业
600300,食品饮料
600301,小金属
600302,专用设备
600303,汽车整车
600305,食品饮料
600307,钢铁行业
600308,造纸印刷
600309,化工行业
600310,电力行业
600312,发电设备
600313,农牧饲渔
600315,美容护理
600316,飞机制造
600319,化学原料
600320,专用设备
600322,房地产服务
600323,环保行业
600325,房地产
600326,水泥建材
600327,医疗服务
600328,化学原料
600329,生物制药
600330,非金属材料
600331,有色金属
600332,生物制药
600333,燃气
600335,汽车服务
600336,家电行业
600337,木业家具
600338,有色金属
600339,化工行业
600340,房地产
600343,专用设备
600345,通讯行业
600346,机械行业
600348,煤炭行业
600350,高速公路
600351,中药
600352,化工行业
600353,电子元件
600354,农牧饲渔
600355,通信设备
600356,造纸印刷
600358,互联网服务
600359,农牧饲渔
600360,半导体
600361,有色金属
600362,有色金属
600363,电子器件
600365,酿酒行业
600367,化学原料
600368,高速公路
600369,金融行业
600370,化学制品
600371,农牧饲渔
600372,飞机制造
600373,文化传媒
600375,汽车整车
600376,房地产
600377,公路桥梁
600378,化工行业
600379,输配电气
600380,生物制药
600381,食品饮料
600382,钢铁行业
600383,房地产
600386,汽车服务
600388,环保行业
600389,农药兽药
600390,有色金属
600391,航天航空
600392,有色金属
600395,煤炭采选
600396,电力行业
600397,专用设备
600398,服装鞋类
600399,钢铁行业
600400,纺织服装
600403,煤炭采选
600405,电源设备
600406,电子信息
600408,煤炭采选
600409,化学原料
600410,互联网服务
600415,商业百货
600416,电机
600418,汽车整车
600419,食品饮料
600420,医药制造
600421,机械行业
600422,中药
600423,化学原料
600425,水泥建材
600426,农药化肥
600428,港口水运
600429,食品饮料
600435,机械行业
600436,生物制药
600438,农林牧渔
600439,工艺商品
600444,专用设备
600446,互联网服务
600448,纺织服装
600449,水泥建材
600452,电力行业
600455,文教休闲
600456,小金属
600458,风电设备
600459,小金属
600460,半导体
600461,公用事业
600463,房地产
600467,农牧饲渔
600468,输配电气
600469,橡胶制品
600470,化肥行业
600475,电源设备
600476,软件开发
600477,水泥建材
600478,电子元件
600479,中药
600480,汽车零部件
600481,光伏设备
600482,电器行业
600483,电力行业
600486,农药化肥
600487,电子信息
600488,医药制造
600489,有色金属
600490,有色金属
600491,工程建设
600493,纺织服装
600495,交运设备
600496,水泥建材
600497,有色金属
600498,电子信息
600499,机械行业
600500,化工行业
600501,专用设备
600502,工程建设
600503,房地产
600505,电力行业
600506,石油行业
600507,钢铁行业
600508,煤炭采选
600509,电力行业
600510,房地产开发
600511,商业百货
600512,工程建设
600513,医药制造
600515,商业百货
600516,其它行业
600517,发电设备
600518,中药
600519,酿酒行业
600520,专用设备
600521,生物制药
600522,电子信息
600523,汽车行业
600525,输配电气
600526,环保行业
600527,化纤行业
600528,建筑建材
600529,医疗器械
600530,生物制品
600531,有色金属
600533,房地产
600535,生物制药
600536,电子信息
600537,光伏设备
600538,医药商业
600539,环保行业
600540,农牧饲渔
600543,酿酒行业
600545,专用设备
600546,煤炭行业
600547,有色金属
600548,高速公路
600549,有色金属
600550,输配电气
600551,文化传媒
600552,光学光电子
600556,文化传媒
600557,中药
600558,通用设备
600559,酿酒行业
600560,专用设备
600561,高速公路
600562,电子信息
600563,电子器件
600566,生物制药
600567,造纸印刷
600568,综合行业
600569,钢铁行业
600570,电子信息
600571,互联网服务
600572,中药
600573,酿酒行业
600575,电力行业
600576,旅游酒店
600577,电网设备
600578,电力行业
600579,专用设备
600580,发电设备
600581,钢铁行业
600582,机械行业
600583,石油行业
600584,半导体
600585,水泥行业
600586,玻璃陶瓷
600587,医疗器械
600588,电子信息
600589,互联网服务
600590,输配电气
600592,机械行业
600593,旅游酒店
600594,中药
600595,有色金属
600596,农药兽药
600597,食品饮料
600598,农林牧渔
600599,化学制品
600600,酿酒行业
600601,电子信息
600602,电子器件
600603,物流行业
600604,房地产服务
600605,房地产服务
600606,房地产
600608,贸易行业
600609,汽车行业
600610,化学原料
600611,高速公路
600612,珠宝首饰
600613,医药制造
600615,小金属
600616,酿酒行业
600617,燃气
600618,化学原料
600619,家电行业
600620,综合行业
600621,券商信托
600622,房地产
600623,化学原料
600624,综合行业
600626,汽车零部件
600628,商业百货
600629,工程咨询服务
600630,纺织服装
600633,游戏
600635,燃气
600636,文教休闲
600637,传媒娱乐
600638,房地产
600639,房地产
600640,文化传媒
600641,半导体
600642,电力行业
600643,多元金融
600644,电力行业
600645,生物制品
600648,房地产
600649,房地产
600650,高速公路
600651,光学光电子
600653,汽车服务
600654,软件服务
600655,商业百货
600657,房地产
600658,房地产服务
600660,汽车制造
600661,文教休闲
600662,专业服务
600663,房地产
600664,医药制造
600665,房地产
600666,光学光电子
600667,工程建设
600668,水泥建材
600671,中药
600673,有色金属
600674,电力行业
600675,房地产
600676,汽车行业
600678,水泥建材
600679,交运设备
600681,燃气
600682,商业百货
600684,房地产服务
600685,船舶制造
600686,汽车整车
600688,石油行业
600689,纺织服装
600690,家电行业
600691,化肥行业
600692,房地产
600693,商业百货
600694,商业百货
600696,酿酒行业
600697,商业百货
600698,汽车零部件
600699,汽车制造
600702,酿酒行业
600703,光学光电子
600704,物资外贸
600706,旅游酒店
600707,电子器件
600708,房地产
600710,国际贸易
600711,能源金属
600712,商业百货
600713,医药商业
600714,化学原料
600715,游戏
600716,房地产
600717,港口水运
600718,互联网服务
600719,电力行业
600720,水泥行业
600721,医疗行业
600722,化学原料
600724,房地产开发
600725,煤炭行业
600726,电力行业
600727,化学原料
600728,软件开发
600729,商业百货
600730,文教休闲
600731,农药兽药
600732,光伏设备
600733,汽车整车
600734,互联网服务
600735,纺织服装
600736,房地产
600737,食品行业
600738,商业百货
600739,物资外贸
600740,煤炭采选
600741,汽车行业
600742,汽车行业
600743,房地产服务
600744,电力行业
600745,半导体
600746,化学原料
600748,房地产
600749,旅游酒店
600750,中药
600751,航运港口
600753,国际贸易
600754,酒店旅游
600755,国际贸易
600756,互联网服务
600757,文化传媒
600758,煤炭采选
600759,石油行业
600760,汽车制造
600761,工程机械
600763,医疗器械
600764,电子信息
600765,机械行业
600768,有色金属
600769,工程建设
600770,综合行业
600771,中药
600773,房地产
600774,化学制药
600775,通讯行业
600776,通讯行业
600777,石油行业
600778,商业百货
600779,酿酒行业
600780,电力行业
600782,钢铁行业
600783,非金属材料
600784,化学原料
600785,商业百货
600787,交运物流
600789,医药制造
600790,商业百货
600791,房地产
600792,煤炭采选
600793,造纸印刷
600794,交运物流
600795,电力行业
600796,环保行业
600797,电子信息
600798,港口水运
600800,化工行业
600801,水泥行业
600802,水泥建材
600803,农药化肥
600805,综合行业
600807,医疗器械
600808,钢铁行业
600809,酿酒行业
600810,化纤行业
600812,医药制造
600814,商业百货
600815,工程机械
600816,金融行业
600817,工程机械
600818,交运设备
600819,玻璃陶瓷
600820,建筑建材
600821,电力行业
600822,汽车服务
600824,商业百货
600825,文化传媒
600826,国际贸易
600827,商业百货
600828,商业百货
600829,医药商业
600830,多元金融
600831,文化传媒
600833,医药商业
600834,高速公路
600835,专用设备
600838,商业百货
600839,家电行业
600841,汽车整车
600843,专用设备
600844,化学原料
600845,电子信息
600846,工程建设
600847,电池
600848,房地产
600850,电子信息
600851,医药制造
600853,工程建设
600854,家电行业
600855,安防设备
600857,商业百货
600858,商业百货
600859,商业百货
600860,机械行业
600861,专业服务
600862,房地产
600863,电力行业
600864,券商信托
600865,商业百货
600866,食品饮料
600867,生物制品
600868,电力行业
600869,输配电气
600871,石油行业
600872,食品饮料
600873,食品行业
600874,环保行业
600875,发电设备
600876,光伏设备
600877,半导体
600879,飞机制造
600880,教育
600881,水泥建材
600882,食品饮料
600883,农牧饲渔
600884,服装鞋类
600885,电器行业
600886,电力行业
600887,食品行业
600888,有色金属
600889,机械设备
600892,游戏
600893,飞机制造
600894,专用设备
600895,房地产
600897,民航机场
600900,电力行业
600901,非银金融
600903,燃气
600905,公用事业
600906,非银金融
600908,银行
600909,非银金融
600916,珠宝首饰
600917,燃气
600918,非银金融
600919,银行
600925,煤炭行业
600926,银行
600927,非银金融
600928,银行
600929,化学原料
600930,公用事业
600933,汽车行业
600935,化学原料
600936,文化传媒
600938,石油石化
600939,工程建设
600941,通信服务
600955,化学原料
600956,燃气
600958,金融行业
600959,传媒娱乐
600960,汽车行业
600961,有色金属
600962,食品饮料
600963,造纸印刷
600965,农牧饲渔
600966,造纸印刷
600967,交通运输
600968,石油石化
600969,电力行业
600970,建筑建材
600971,煤炭采选
600973,输配电气
600975,农牧饲渔
600976,中药
600977,传媒
600979,电力行业
600980,小金属
600981,国际贸易
600982,电力行业
600983,家电行业
600984,工程机械
600985,化工行业
600986,文化传媒
600987,纺织服装
600988,有色金属
600989,基础化工
600990,通信设备
600992,通用设备
600993,中药
600995,电力行业
600996,文化传媒
600997,煤炭采选
600998,商业百货
600999,金融行业
601000,交通运输
601001,煤炭行业
601002,机械行业
601003,钢铁行业
601005,钢铁行业
601006,交通运输
601007,旅游酒店
601008,港口水运
601009,金融行业
601010,商业百货
601011,煤炭采选
601012,电子器件
601015,煤炭采选
601016,电力行业
601018,交通运输
601019,传媒
601020,有色金属
601021,交通运输
601022,航运港口
601026,风电设备
601033,环保行业
601038,专用设备
601058,汽车制造
601059,非银金融
601061,贸易行业
601065,化学原料
601066,非银金融
601068,工程建设
601069,贵金属
601077,银行
601083,航运港口
601086,商业百货
601088,煤炭行业
601089,化学制药
601096,电网设备
601098,传媒娱乐
601099,券商信托
601100,机械行业
601101,煤炭采选
601106,机械行业
601107,高速公路
601108,非银金融
601111,交通运输
601112,--
601113,化纤行业
601116,商业百货
601117,工程建设
601118,化工行业
601121,钢铁行业
601126,输配电气
601127,汽车
601128,银行
601133,工程建设
601136,非银金融
601137,有色金属
601138,电子
601139,供水供气
601155,房地产
601156,交通运输
601158,公用事业
601162,券商信托
601163,橡胶制品
601166,金融行业
601168,有色金属
601169,金融行业
601177,机械行业
601179,发电设备
601186,建筑建材
601187,银行
601188,高速公路
601198,金融行业
601199,公用事业
601200,环保工程
601208,塑料制品
601211,非银金融
601212,有色金属
601216,化工行业
601218,风电设备
601222,仪器仪表
601225,煤炭行业
601226,工程机械
601228,交通运输
601229,银行
601231,消费电子
601233,化纤行业
601236,非银金融
601238,汽车制造
601279,汽车行业
601288,金融行业
601298,交通运输
601311,电池
601318,金融行业
601319,非银金融
601326,港口水运
601328,金融行业
601330,环保工程
601333,交通运输
601336,金融行业
601339,纺织服装
601360,计算机
601366,商业百货
601368,公用事业
601369,机械行业
601375,券商信托
601377,金融行业
601388,有色金属
601390,建筑建材
601398,金融行业
601399,专用设备
601456,非银金融
601500,橡胶制品
601512,房地产
601515,包装材料
601518,高速公路
601519,软件服务
601528,银行
601555,金融行业
601566,纺织服装
601567,仪器仪表
601568,化学原料
601577,银行
601579,酿酒行业
601588,房地产服务
601595,文化传媒
601598,交通运输
601599,纺织服装
601600,有色金属
601601,金融行业
601606,专用设备
601607,商业百货
601608,机械行业
